109,95,187,2
106,88,187,2
118,101,204,2
108,90,193,2
115,104,189,2
114,94,197,2
117,105,193,2
121,100,208,2
125,106,210,2
126,108,214,2
112,96,189,2
122,107,202,2
115,95,198,2
136,121,226,2
113,100,194,2
123,104,220,2
120,103,212,2
125,108,220,2
114,94,208,2
116,101,202,2
114,92,208,2
115,92,212,2
124,104,223,2
118,94,220,2
111,100,188,2
124,111,213,2
117,103,203,2
118,105,203,2
111,93,200,2
113,101,193,2
107,91,192,2
119,100,214,2
117,100,211,2
124,111,214,2
117,104,190,2
128,103,217,2
129,114,209,2
129,111,210,2
115,99,188,2
129,107,215,2
118,100,195,2
124,103,207,2
127,101,215,2
137,121,223,2
112,98,196,2
116,97,211,2
103,82,195,2
108,89,199,2
126,107,224,2
123,104,221,2
110,94,197,2
120,98,225,2
123,106,217,2
107,89,195,2
116,103,192,2
112,92,194,2
120,101,204,2
121,98,211,2
117,100,199,2
114,92,198,2
131,114,220,2
106,85,186,2
121,106,201,2
127,104,220,2
116,105,190,2
129,112,216,2
111,91,190,2
125,102,217,2
126,113,207,2
115,94,196,2
119,106,194,2
119,98,205,2
123,104,209,2
122,103,206,2
111,98,195,2
107,88,199,2
125,110,222,2
127,110,229,2
100,82,189,2
112,96,201,2
113,97,203,2
124,107,221,2
113,95,207,2
116,103,205,2
115,102,192,2
117,99,201,2
130,112,220,2
135,118,225,2
134,116,225,2
130,111,221,2
115,99,196,2
121,98,213,2
118,100,202,2
117,97,202,2
117,133,143,3
113,128,142,3
118,133,144,3
133,151,162,3
126,145,163,3
126,143,154,3
132,151,168,3
120,137,150,3
124,141,156,3
110,126,143,3
124,142,160,3
110,127,146,3
131,149,164,3
132,150,166,3
118,135,151,3
122,138,151,3
128,147,167,3
141,159,171,3
131,149,163,3
110,127,145,3
115,131,147,3
125,145,166,3
121,137,148,3
133,151,167,3
123,139,152,3
135,153,167,3
132,150,163,3
138,156,170,3
116,133,151,3
108,124,141,3
136,155,168,3
125,142,158,3
127,145,162,3
111,127,143,3
128,147,167,3
128,147,166,3
138,155,167,3
134,151,164,3
163,164,168,3
187,186,199,3
187,188,193,3
168,169,175,3
167,168,173,3
166,166,176,3
150,148,168,3
191,191,203,3
178,177,191,3
178,176,197,3
172,170,189,3
153,151,173,3
187,188,196,3
174,172,191,3
168,168,179,3
172,172,183,3
196,197,203,3
187,188,194,3
153,150,169,3
159,159,167,3
183,182,198,3
161,160,172,3
191,191,203,3
193,195,199,3
171,171,177,3
183,184,188,3
165,164,178,3
188,188,199,3
162,161,172,3
166,164,181,3
173,171,193,3
189,189,203,3
151,148,170,3
159,158,170,3
181,181,187,3
165,166,172,3
187,186,202,3
151,148,170,3
164,165,169,3
190,190,206,3
190,190,204,3
165,165,174,3
194,195,204,3
166,164,183,3
165,164,180,3
183,183,194,3
178,178,196,3
175,175,186,3
174,175,184,3
160,160,171,3
168,167,188,3
174,174,180,3
171,172,178,3
188,188,202,3
174,174,188,3
166,166,180,3
171,169,190,3
189,189,202,3
181,179,203,3
157,155,174,3
179,180,186,3
175,175,182,3
173,174,183,3
182,180,204,3
187,187,200,3
170,169,189,3
163,160,183,3
151,149,169,3
169,168,185,3
184,182,205,3
157,155,176,3
167,166,182,3
176,175,194,3
149,147,169,3
158,156,174,3
168,169,174,3
135,140,146,3
150,152,166,3
154,155,174,3
138,137,157,3
145,144,166,3
149,148,168,3
141,145,155,3
144,143,162,3
152,154,169,3
148,149,165,3
143,142,163,3
135,134,152,3
129,129,145,3
129,128,148,3
145,146,163,3
149,151,166,3
145,144,164,3
156,161,169,3
160,164,176,3
154,155,172,3
139,138,157,3
156,156,177,3
144,144,163,3
139,139,157,3
164,168,179,3
131,130,148,3
157,158,176,3
140,141,157,3
159,162,175,3
165,171,179,3
150,153,165,3
136,139,150,3
157,162,170,3
131,133,145,3
144,149,156,3
155,154,176,3
109,184,201,4
97,176,198,4
119,208,232,4
123,207,228,4
110,186,205,4
110,184,203,4
124,210,232,4
115,204,227,4
116,207,232,4
115,203,227,4
120,204,226,4
114,180,196,4
104,174,195,4
133,211,231,4
120,198,221,4
102,170,190,4
110,185,209,4
121,201,225,4
117,189,209,4
131,207,227,4
124,200,221,4
102,170,190,4
116,182,198,4
116,182,198,4
124,198,217,4
112,183,204,4
131,205,224,4
115,186,206,4
116,193,215,4
123,204,226,4
107,179,200,4
102,170,190,4
111,182,202,4
119,184,200,4
127,205,227,4
117,185,204,4
138,214,233,4
132,211,232,4
124,196,216,4
126,201,221,4
127,206,228,4
109,180,200,4
116,187,206,4
127,201,222,4
118,181,196,4
128,204,225,4
131,204,224,4
133,206,225,4
114,181,200,4
114,181,200,4
112,181,202,4
130,207,228,4
110,175,194,4
123,197,219,4
130,199,217,4
122,183,197,4
140,213,230,4
128,193,209,4
124,193,212,4
134,204,222,4
132,200,217,4
137,207,224,4
124,190,207,4
128,198,217,4
130,197,213,4
130,202,222,4
118,181,197,4
117,182,200,4
130,202,222,4
116,186,208,4
117,185,206,4
123,189,207,4
123,197,219,4
119,188,209,4
126,196,217,4
122,190,209,4
120,187,206,4
119,180,195,4
109,171,191,4
133,206,228,4
127,194,213,4
114,179,199,4
113,179,200,4
127,192,210,4
131,198,215,4
122,186,205,4
107,170,190,4
119,182,200,4
114,183,201,4
111,184,204,4
132,213,234,4
114,193,217,4
121,200,223,4
124,200,221,4
101,176,199,4
103,176,198,4
131,210,231,4
116,202,228,4
120,206,231,4
122,181,197,4
113,174,193,4
127,195,217,4
141,210,230,4
132,199,219,4
114,177,198,4
112,173,192,4
120,182,202,4
133,203,226,4
128,189,206,4
117,177,196,4
123,179,195,4
122,184,205,4
126,187,207,4
136,199,217,4
132,197,219,4
123,180,197,4
119,182,205,4
112,170,192,4
122,181,200,4
114,172,191,4
137,199,217,4
117,184,201,4
133,212,233,4
125,199,218,4
109,181,202,4
124,207,230,4
131,209,230,4
122,197,217,4
122,192,210,4
105,176,196,4
131,208,228,4
111,184,205,4
120,182,198,4
131,200,219,4
122,186,203,4
139,212,233,4
129,199,220,4
122,185,203,4
137,210,230,4
115,179,198,4
127,202,225,4
141,214,234,4
123,196,219,4
123,181,196,4
133,203,223,4
132,198,217,4
123,183,200,4
115,176,193,4
134,200,218,4
116,180,199,4
